2.107699999999999895e-04 7.237907695505629480e+07
2.128900000000000031e-04 7.237828613483500481e+07
2.150200000000000115e-04 7.237748412962247431e+07
2.171899999999999992e-04 7.237665933572937548e+07
2.193700000000000088e-04 7.237582285757622123e+07
2.215700000000000080e-04 7.237497067074202001e+07
2.237999999999999918e-04 7.237409860640820861e+07
2.260499999999999923e-04 7.237321028565439582e+07
2.283200000000000095e-04 7.237230547812224925e+07
2.306200000000000112e-04 7.237137991641317308e+07
2.329300000000000077e-04 7.237044142775304615e+07
2.352699999999999887e-04 7.236948167211107910e+07
2.376400000000000083e-04 7.236850032111831009e+07
2.400299999999999905e-04 7.236750125155754387e+07
2.424399999999999895e-04 7.236648426200136542e+07
2.448800000000000000e-04 7.236544487794792652e+07
2.473399999999999731e-04 7.236438710833187401e+07
2.498199999999999900e-04 7.236331076935140789e+07
2.523299999999999914e-04 7.236221128007146716e+07
2.548699999999999772e-04 7.236108834281183779e+07
2.574300000000000069e-04 7.235994615048596263e+07
2.600200000000000211e-04 7.235878002640581131e+07
2.626300000000000249e-04 7.235759424117559195e+07
2.652700000000000132e-04 7.235638399285009503e+07
2.679399999999999859e-04 7.235514889979872108e+07
2.706300000000000025e-04 7.235389320482724905e+07
2.733500000000000036e-04 7.235261187181849778e+07
2.760999999999999891e-04 7.235130448363164067e+07
2.788700000000000185e-04 7.234997544634141028e+07
2.816699999999999781e-04 7.234861961685572565e+07
2.845100000000000255e-04 7.234723168325287104e+07
2.873600000000000134e-04 7.234582597655479610e+07
2.902499999999999807e-04 7.234438737827314436e+07
2.931699999999999866e-04 7.234292041240739822e+07
2.961199999999999770e-04 7.234142470238755643e+07
2.990900000000000112e-04 7.233990501646924019e+07
3.021000000000000248e-04 7.233835075881132483e+07
3.051299999999999737e-04 7.233677189962489903e+07
3.082000000000000104e-04 7.233515766935734451e+07
3.112999999999999773e-04 7.233351291269651055e+07
3.144299999999999829e-04 7.233183729741209745e+07
3.175899999999999730e-04 7.233013049641282856e+07
3.207800000000000018e-04 7.232839218900644779e+07
3.240000000000000150e-04 7.232662206693090498e+07
3.272600000000000075e-04 7.232481427139537036e+07
3.305499999999999845e-04 7.232297396605911851e+07
3.338700000000000001e-04 7.232110080612432957e+07
3.372299999999999950e-04 7.231918865525965393e+07
3.406199999999999744e-04 7.231724262394486368e+07
3.440399999999999925e-04 7.231526222492772341e+07
3.474999999999999899e-04 7.231324112761799991e+07
3.509900000000000259e-04 7.231118463964925706e+07
3.545199999999999870e-04 7.230908633897577226e+07
3.580799999999999868e-04 7.230695165313035250e+07
3.616800000000000201e-04 7.230477407729536295e+07
3.653099999999999837e-04 7.230255916402225196e+07
3.689799999999999807e-04 7.230030032262828946e+07
3.726900000000000113e-04 7.229799699718979001e+07
3.764400000000000211e-04 7.229564863879680634e+07
3.802200000000000154e-04 7.229326105493147671e+07
3.840399999999999890e-04 7.229082748264081776e+07
3.878999999999999961e-04 7.228834740720511973e+07
3.917999999999999825e-04 7.228582032257148623e+07
3.957400000000000024e-04 7.228324573691588640e+07
3.997200000000000015e-04 7.228062316642847657e+07
4.037299999999999852e-04 7.227795880870619416e+07
4.077899999999999971e-04 7.227523891766096652e+07
4.118899999999999883e-04 7.227246967805330455e+07
4.160300000000000131e-04 7.226965063698802888e+07
4.202100000000000171e-04 7.226678129936645925e+07
4.244300000000000004e-04 7.226386108261738718e+07
4.287000000000000120e-04 7.226088229460689425e+07
4.330100000000000030e-04 7.225785116107662022e+07
4.373599999999999732e-04 7.225476704715126753e+07
4.417499999999999769e-04 7.225162932824127376e+07
4.461900000000000089e-04 7.224843015413978696e+07
4.506800000000000151e-04 7.224516875140628219e+07
4.552100000000000005e-04 7.224185171005152166e+07
4.597800000000000194e-04 7.223847846101792157e+07
4.644000000000000124e-04 7.223504097743847966e+07
4.690699999999999796e-04 7.223153854244987667e+07
4.737799999999999802e-04 7.222797803992034495e+07
4.785500000000000040e-04 7.222434366359099746e+07
4.833600000000000071e-04 7.222064997666949034e+07
4.882099999999999895e-04 7.221689650184756517e+07
4.931199999999999950e-04 7.221306711714568734e+07
4.980800000000000288e-04 7.220916890709739923e+07
5.030800000000000419e-04 7.220520920928703249e+07
5.081400000000000240e-04 7.220117158745121956e+07
5.132399999999999853e-04 7.219707142415735126e+07
5.184000000000000240e-04 7.219289209659561515e+07
5.236099999999999826e-04 7.218864105325193703e+07
5.288800000000000185e-04 7.218430944016735256e+07
5.341900000000000337e-04 7.217991300343841314e+07
5.395600000000000179e-04 7.217543437597711384e+07
5.449800000000000304e-04 7.217088102538472414e+07
5.504600000000000118e-04 7.216624371657215059e+07
5.559900000000000215e-04 7.216153009184394777e+07
5.615800000000000002e-04 7.215673082054728270e+07
5.672200000000000072e-04 7.215185370327177644e+07
5.729199999999999831e-04 7.214688932671852410e+07
5.786800000000000364e-04 7.214183685300718248e+07
5.844999999999999502e-04 7.213669546141606569e+07
5.903700000000000007e-04 7.213147328150212765e+07
5.963099999999999607e-04 7.212615174059452116e+07
6.022999999999999491e-04 7.212074799959807098e+07
6.083500000000000149e-04 7.211525239271984994e+07
6.144699999999999902e-04 7.210965502786283195e+07
6.206399999999999938e-04 7.210397350153252482e+07
6.268800000000000153e-04 7.209818872680592537e+07
6.331800000000000058e-04 7.209230922919984162e+07
6.395399999999999653e-04 7.208633437572285533e+07
6.459700000000000511e-04 7.208025407442408800e+07
6.524599999999999974e-04 7.207407712508384883e+07
6.590199999999999617e-04 7.206779333925431967e+07
6.656400000000000034e-04 7.206141157381135225e+07
6.723299999999999546e-04 7.205492137026099861e+07
6.790900000000000322e-04 7.204832167939807475e+07
6.859099999999999702e-04 7.204162133764488995e+07
6.928099999999999753e-04 7.203479972737477720e+07
6.997699999999999493e-04 7.202787567219303548e+07
7.068000000000000498e-04 7.202083838639669120e+07
7.139100000000000003e-04 7.201367686420159042e+07
7.210800000000000282e-04 7.200641037423290312e+07
7.283300000000000147e-04 7.199901779838195443e+07
7.356500000000000192e-04 7.199150841546390951e+07
7.430400000000000416e-04 7.198388142956134677e+07
7.505100000000000226e-04 7.197612565640723705e+07
7.580500000000000215e-04 7.196825064421509206e+07
7.656699999999999791e-04 7.196024514035047591e+07
7.733700000000000036e-04 7.195210827344667912e+07
7.811400000000000461e-04 7.194384985873648524e+07
7.889900000000000472e-04 7.193545854681943357e+07
7.969200000000000068e-04 7.192693355156429112e+07
8.049300000000000335e-04 7.191827411096565425e+07
8.130200000000000187e-04 7.190947949974723160e+07
8.211899999999999625e-04 7.190054904426693916e+07
8.294399999999999733e-04 7.189148205902603269e+07
8.377799999999999917e-04 7.188226671790760756e+07
8.461999999999999687e-04 7.187291312780275941e+07
8.547000000000000127e-04 7.186342026622243226e+07
8.632899999999999558e-04 7.185377588934367895e+07
8.719700000000000150e-04 7.184397889664337039e+07
8.807300000000000328e-04 7.183403958943621814e+07
8.895799999999999498e-04 7.182394566121181846e+07
8.985199999999999828e-04 7.181369609780526161e+07
9.075500000000000234e-04 7.180328991976606846e+07
9.166699999999999631e-04 7.179272618176065385e+07
9.258899999999999596e-04 7.178199229968836904e+07
9.351900000000000230e-04 7.177111068043677509e+07
9.445900000000000346e-04 7.176005707955247164e+07
9.540899999999999945e-04 7.174883051497343183e+07
9.636700000000000214e-04 7.173745384855440259e+07
9.733600000000000455e-04 7.172589063018116355e+07
9.831399999999999688e-04 7.171416385132300854e+07
9.930200000000000572e-04 7.170226077328258753e+07
1.002999999999999985e-03 7.169018059612788260e+07
1.013100000000000068e-03 7.167789816716568172e+07
1.023299999999999991e-03 7.166543691807122529e+07
1.033499999999999914e-03 7.165291921004755795e+07
1.043899999999999949e-03 7.164009891739691794e+07
1.054400000000000042e-03 7.162709765326531231e+07
1.064999999999999974e-03 7.161391435668715835e+07
1.075699999999999963e-03 7.160054758911874890e+07
1.086500000000000009e-03 7.158699595320406556e+07
1.097499999999999951e-03 7.157313184742785990e+07
1.108499999999999893e-03 7.155920608898678422e+07
1.119599999999999892e-03 7.154509169168993831e+07
1.130900000000000004e-03 7.153065947628663480e+07
1.142199999999999899e-03 7.151616374446913600e+07
1.153699999999999908e-03 7.150134684555673599e+07
1.165299999999999973e-03 7.148633572913619876e+07
1.177000000000000095e-03 7.147112939523530006e+07
1.188899999999999896e-03 7.145559607359713316e+07
1.200799999999999914e-03 7.143999591944819689e+07
1.212900000000000046e-03 7.142406588162969053e+07
1.225100000000000017e-03 7.140793595830580592e+07
1.237400000000000045e-03 7.139160537763936818e+07
1.249799999999999913e-03 7.137507341821663082e+07
1.262399999999999894e-03 7.135820525098828971e+07
1.275099999999999931e-03 7.134113328955565393e+07
1.287900000000000026e-03 7.132385695390962064e+07
1.300799999999999960e-03 7.130637573635277152e+07
1.313900000000000007e-03 7.128855281085625291e+07
1.327099999999999894e-03 7.127052286088383198e+07
1.340400000000000055e-03 7.125228522891174257e+07
1.353899999999999895e-03 7.123370114306840301e+07
1.367500000000000009e-03 7.121490666333220899e+07
1.381300000000000019e-03 7.119576209270776808e+07
1.395100000000000029e-03 7.117654422979201376e+07
1.409199999999999993e-03 7.115683388970075548e+07
1.423299999999999956e-03 7.113704908810921013e+07
1.437600000000000032e-03 7.111690869042044878e+07
1.452100000000000005e-03 7.109641067662154138e+07
1.466700000000000035e-03 7.107569523633052409e+07
1.481399999999999904e-03 7.105476203034099936e+07
1.496300000000000104e-03 7.103346759671114385e+07
1.511299999999999926e-03 7.101195384865073860e+07
1.526500000000000079e-03 7.099007642130377889e+07
1.541899999999999911e-03 7.096783367845934629e+07
1.557400000000000017e-03 7.094536923591384292e+07
1.572999999999999962e-03 7.092268308060851693e+07
1.588800000000000021e-03 7.089962908957728744e+07
1.604799999999999977e-03 7.087620587967458367e+07
1.620899999999999988e-03 7.085255926899209619e+07
1.637199999999999897e-03 7.082854192747069895e+07
1.653699999999999918e-03 7.080415267410926521e+07
1.670299999999999997e-03 7.077953865937675536e+07
1.687099999999999971e-03 7.075455070140621066e+07
1.704000000000000003e-03 7.072933615930837393e+07
1.721199999999999987e-03 7.070359461303821206e+07
1.738500000000000028e-03 7.067762351958219707e+07
1.755899999999999909e-03 7.065142245352323353e+07
1.773599999999999960e-03 7.062468849921581149e+07
